likes,comments,views,reposts,text,date,time,attachments
26,0,2668,9,"1 ghost inspired big Mac —ar 2:3

2 a cross stitch pattern with Darth vader in the style of fujifilm natura 1600, white and black, expressive comic panels, made of beads and yarn, craftcore, skillful, free brushwork —ar 53:128

3 two crochet ghost —ar 3:2

4 the man in robotic is wearing a red suit, in the style of light bronze and cyan, sci-fi baroque, detailed facial features, daz3d, poodlepunk, retro charm, playful characters —ar 85:128 —niji 5 —style cute

5 demonlissa fantasytype dj, in the style of unreal engine 5, gloomy, fawncore, character studies, schoolgirl lifestyle, realistic and hyper-detailed renderings, unique yokai illustrations —ar 3:4 —niji 5

6 a boy looks at the camera and stares at the lighting, in the style of raphael lacoste, bokeh panorama, digital manipulation, marc simonetti, childlike innocence and charm, realistic depictions of human form, wavy —ar 71:128

#MidJourney
#sc8image",1696784460,2023-10-08 20:01:00,6
21,1,2734,8,"1 the zombie queen dancing with her happy monsters, deranged fashion, spots lights —ar 9:16

2 a movie poster with an alien and the word ""ALIEN"" as text, ""ALIEN"" TEXT —ar 9:16

3 raindrops keep fallin on my head And just like the guy whose feet are too big for his bed, oil painting —ar 9:16 —zoom 1

4 Draw a neon blueprint of the internal commands of an AI bot —ar 9:16

5 fisheye lens, mad professor smiling to the camera showing his time machine in background, buggy eyes, colorful, psychedelic —ar 9:16 —c 20

6 a cat as a pirate with an evil smile, colorful —ar 2:3 —zoom 1

#MidJourney
#sc8image",1696770060,2023-10-08 16:01:00,6
27,0,2821,10,"1 silhouette of a woman dancing in a field of wild flowers and tall grasses, in the style of cyril rolando, mixes realistic and fantastical elements, realistic yet romantic, digitally manipulated images, magali villeneuve, animated illustrations —ar 1:2

2 business woman, hippie by night, vintage pastels colored pencil sketch doodle by Josh Middleton and Veronica Winters, Samantha Keely Smith and Ralph Steadman —ar 5:7 —s 50

3 a painting of a flirtatious hippie woman wearing bell bottom jeans and a crop top with a brightly lit moon, in the style of city portraits, highly detailed illustrations, trapped emotions depicted, sky-blue and orange, backlight —ar 1:2

4 magic-hour painting, hard pastels and charcoal and watercolor sketch depicting a beautiful woman on a swing made of vines under a full blue moon star-filled sky, by Conrad Roset and Odilon Redon and Lea Nahon and Sara Andreasson, glowing neon, bold outlines, Polaroid, lithograph, risograph —ar 10:15

5 young woman dances on a blue city oil on canvas 28 x 32 in, in the style of epic portraiture, comic art, pre-raphaelites, high-angle, claire-obscure lighting, dark bronze and orange, womancore —ar 1:2

6 an artistic image of a butterfly on a woman, in the style of floral surrealism, dark orange and light cyan, nostalgic subjects, dreampunk, layered composition, anton fadeev, birds & flowers —ar 1:2

#MidJourney
#sc8image",1696755660,2023-10-08 12:01:00,6
26,0,2619,10,"1 Enveloping Relief Bronze Sculpture Mural, Emotion Wrapped in Eternity, Origami Art, Fold, Akira Yoshizawa and Robert J. Lang, Intricacy, Precision, Structural Minimalism. —v 5.2 —s 250 —w 15 —ar 9:16 —chaos 10

2 Mystical Wood Inlay Puzzle Box, Secrets Guarded by Grain and Groove, Craftsmanship, Enigma, Japanese Himitsu-Bako and Emile Gallé, Conceal, Unlock, Timbered Mysteries. —v 5.2 —s 250 —w 15 —ar 9:16 —chaos 10

3 High Angle view, Oblique perspective, Dark Elf Rogue in leather armor on top of a roof, shadowy, conceiled,, outside, snowing, Shadowy, Twin blades, dark background, Dnd, Dark fantasy, Crouched Pose, Full body, Medieval street environment, in the style of noir comic art, paul hedley, tim shumate, artgerm, close up, mysterious nocturnal scenes, soviet realism, Cinematic Shot, Impressionism, 4k, woodprint —niji 5 —s 200 —ar 9:16 —chaos 5

4 Cruella, Intense self-portrait, stark contrast, expressionist, raw, acrylic, linocut, German, Egon Schiele, Frida Kahlo, angular, bold lines, introspective, emotional, brushwork, scratchboard, cubism, Purple and Orange —niji 5 —s 200 —ar 9:16 —chaos 5

5 Dreamscape, Watercolor Epic, Floating Islands, M.C. Escher, Profile, Twisted Forest, Lavender Sky, 32k UHD, Cinematic, Salvador Dali, Hyperrealism, Luminescent Moon —v 5.2 —s 250 —w 15 —ar 9:16 —chaos 10

6 Transformative Relief Bronze Sculpture Mural, Reality Shifting through Dimensions, Op Art, Movement, Victor Vasarely and Bridget Riley, Evolution, Flux, Kinetic Minimalism. —v 5.2 —s 250 —w 15 —ar 9:16 —chaos 10

#MidJourney
#sc8image",1696741260,2023-10-08 08:01:00,6
16,0,2280,6,"1 cyberpunk anime monster apk for pc and android 0 9 5 4 3 16 29, in the style of brandon woelfel, dark sky-blue and purple, modern urban, arthur wardle, uhd image, артур скижали-вейс, 8k 3d —ar 73:128

2 a young man sits on top of a rooftop looking down on a city below, in the style of neon-infused digitalism, brandon woelfel, atmospheric landscape paintings, technological art, bess hamiti, tinycore, chaotic environments —ar 71:128

3 the dark lady in a black hat, in the style of crisp neo-pop illustrations, marvel comics, dark white and red, afrofuturism, haunting shadows, sharp focus, android jones —ar 71:128

4 four different creatures are shown in three different colors, in the style of cybermysticsteampunk, yanjun cheng, photorealistic details, neogeo, sopheap pich, bio-art, mike campau

5 some robot creatures with many different hairs on them, in the style of realistic and hyper-detailed renderings, bright sculptures, solarpunk, depiction of animals, fenghua zhong, depth of field, colorful fantasy

6 a red and black robot with neon lights, in the style of light black and yellow, octane render, polished craftsmanship, aquirax uno, precise craftsmanship, 

#MidJourney
#sc8image",1696726861,2023-10-08 04:01:01,6
7,0,1859,6,"1 King Cobra in the style of detailed fantasy art, vibrant color usage, vaporpunk, neon realism, unique characters, airbrush art,epic fantasy art, uhd image, twisted futurism

2 skeleton in sunglasses sitting in car in summer sunset stock photo, in the style of stylized realism, glamorous pin - ups, dark black and red, realistic color palette, sunrays shine upon it, machine aesthetics,futuristic

3 an image of a globe with a cloud of lights surrounding it stock photo, in the style of intuitive gestures, y2k aesthetic, #screenshotsaturday, celestialpunk, holographic, culturally diverse elements, dark purple and orange —ar 1:2

4 Optimus prime in the style of detailed fantasy art, vibrant color usage, vaporpunk, neon realism, unique characters, airbrush art

5 ghost rider, king of a dark night, in the style of realistic and hyper-detailed renderings, gritty hollywood glamour, action-packed scenes, vibrant illustrations, noir comic art, dark amber and orange, album covers —ar 71:128

6 a woman's head and a space with other planets underneath it, in the style of vibrant fantasy landscapes, dark and intricate, magewave, celestialpunk, dark cyan and bronze, kerem beyit, neo-mosaic —ar 13:15 —weird 2000

#MidJourney
#sc8image",1696712460,2023-10-08 00:01:00,6
26,0,1971,7,"1 a hand with a lot of different shaped eyes, in the style of photorealistic surrealism, toyo ito, photographically detailed portraitures, kinetic installations, dorothea tanning, high detailed, ethereal horror

2 two other wrestlers posing for a wrestling match, in the style of ritualistic masks, dark blue and silver, melds mexican and american cultures, nanopunk, exaggerated facial features, bronzepunk, edogawa ranpo —ar 41:62

3 1970’s dark fantasy book cover paper art dungeons and dragons style drawing of an alien black panther sitting on a rock, in the style of caravaggesque chiaroscuro, gothic references —ar 9:16

4 1970’s dark fantasy book cover paper art dungeons and dragons style drawing of the alien at a table setting out his lunch, in the style of anglo gothic, realistic hyper-detailed portraits, pulp comics, intricate illustrations, dark matter art, repetitive, dark silver and gold —ar 9:16

5 1970’s dark fantasy book cover paper art dungeons and dragons style drawing of an illustration of a man hanging on a bridge, in the style of ed mell, fragmented portraiture, naoto hattori, incomplete realism, serene faces, poster art, cliff chiang —ar 9:16

6 1970’s dark fantasy book cover paper art dungeons and dragons style drawing of a captivating action shot of a giant sandworm :: dessert :: eerie:: dream :: cloth :: dune style

#MidJourney
#sc8image",1696698060,2023-10-07 20:01:00,6
39,0,6631,15,"1 Evil scary, scarecrow —ar 9:16 —c 57 —weird 10 —s 911

2 monochrome painting of a black cat —ar 9:16 —c 57 —weird 10 —s 911

3 sycamore Tree Dimensional Mosaic shaped around organic forms, dot painting, embossed pointillism, textured depth, vibrant long shadows, —c 57 —s 911 —ar 9:16 —weird 10

4 silhouette of an Alien Animal standing in the water at sunset, kodak aerochrome, magenta, pool, blue, sergio toppi, painting, ralph bakshi, —ar 9:16 —c 57 —s 911 —weird 33

5 cross-processing holga blacklight solargraph print, strong intentional camera movement, Formula 1 Racing Car made of luminous liquid neon fire, long exposure —ar 9:16 —c 57 —s 911 —weird 12

6 An anthropomorphic Animal running upright in Modern City street,Wearing active wear with a mix and match style, wearing headphones ,cute,pop culture mashup style,soft light,Realistic candid photos,high quality —ar 9:16 —s 911 —c 57 —weird 100

#MidJourney
#sc8image",1696683661,2023-10-07 16:01:01,6
7,0,1470,5,"1 <https://s.mj.run/UQwlOdb1nq4> a winter sunrise —ar 9:16

2 Walking on puzzle, in the style of minimalist pop, flat, isometric appropriation artist, anime aesthetic, light pink and dark indigo and green , editorial illustrations, zigzags, ferrania p30 —ar 9:16

3 a human heart improved by technology —upbeta —v 5 —s 750

4 dirty kids sneakers on a rainy asphalt walkway —upbeta —v 5 —s 750

5 a colourful cartoon caricature of man terrified of light bulb, electricity, terror, horror —ar 1:1 —upbeta —v 5 —s 750

6 street style portrait photography, scandinavian children in a park with a cloud of butterflies above them, surrounded by children, eye contact, smiling, happy, summer, sunshine, crowd —ar 2:3 —upbeta —v 5 —s 750

#MidJourney
#sc8image",1696669260,2023-10-07 12:01:00,6
11,2,1883,3,"1 <https://s.mj.run/DzR1h5gWFSU> <https://s.mj.run/DH1llWC0chY> <https://s.mj.run/_q00v5D9SSM> <https://s.mj.run/I7ZkbpC5uUU> in the style of full color banknote engraving, intaglio engraving with intricate fine line work, color in line only, white background, colored lines, contouring, hashes, cross hashes, stippling :: —ar 1:2 —s 222 —c 33 —version 5.2

2 <https://s.mj.run/9q7jkOAeAfo> in the style of Luca della Robbia and William Morris , surrounding a decorative brass bas relief wall plate shaped like a witch walking in the dark forest holding a lighted lantern up near her face, the lantern is an LED electric nightlight plugged into an outlet in situ, and provides the only light in the darkened scene, dramatic shadows on the witch's sculptural face, reflected light, up lighting, mixed media art deco designs, a masterpiece in metalwork, elegant, inventive, humorous::3 candle, attractive, pretty, young::-1 —ar 1:2 —s 999 —c 33 —iw 0.75 —version 5.2

3 <https://s.mj.run/_RFK6fuWJC8> <https://s.mj.run/Le1QZ_hRgbw> <https://s.mj.run/9XoZP7S2I4k> saturated extremely minimalist flat design 4-color woodblock tarot card by Ernst Haeckel and Marc Simonetti with gold gilt trim:: a regular everyday garden snail sitting on a mossy green log with the sun just beginning to rise behind him, the anatomically accurate and photorealistic shell on his back shimmers with iridescent pinks and teals and oranges, crepuscular rays, behind him. swiftly flowing river, with white water rapids all around. intricate play of light as it reflects, refracts off the water's shimmering swirling eddying surface, harmonious design, uplighting, rim lighting, photorealism, translucence, luminosity, inner glow. tarot card ultra-minimalist :: —ar 1:2 —s 222 —c 22 —v 5.2

4 ultra-minimalist 3-color engraved bookplate by William Morris intaglio engraving a black cat is looking out of a grand Parisian apartment window at a witch flying across the moon on her broomstick Eiffel Tower in the distance, Paris at night, uplighting, rim lighting, 8k, saturated iridescent teal, salmon, ochre, gold gilt, gold foil, gold leaf, many layers of gold. stippling, vintage, harmonious design, ultra-minimalist::3 —ar 1:2 —s 222 —c 22 —v 5.2 —iw .75

5 <https://s.mj.run/G2mqewXXL2g> <https://s.mj.run/5WNhbrZB5cU> ultra-minimalist in the style of full color banknote engraving, intaglio engraving with intricate fine line work, color in line only, white background, colored lines, contouring, hashes, cross hashes, stippling ::2 colorful 4 color-plate art print , colored lines on white, golden gilt lines on white, of waist up portrait of a gorgeous Nordic blonde, stunning beauty, with chic NYC 1960s era cityscape background, skyscrapers, empire state building, central park, hires , 8k::2 painting, paint::-1 —ar 1:2 —s 222 —c 33 —version 5.2

6 <https://s.mj.run/-R49oRD2Oxo> <https://s.mj.run/b8mHffsXTgU> <https://s.mj.run/Dpk8ulvNriU> <https://s.mj.run/9vEt4rIwj_M> <https://s.mj.run/GkeRwexaYa8> minimalist simple spare 4-color print with iridescent inks pinks, blues, yellows, green, hyper-realism, of extreme closeup from a low angle of an arctic fox deep in a beautiful snowy mountain forest at night near a pond as snow falls, in the sky are the northern lights and brilliant stars and moon with crepuscular rays and rim lighting cumulous clouds by Marc Simonetti and Maxfield Parrish and Albrecht Durer mostly shapes, few details, ultra-minimalist elegant, dreamy::3 shadows, depth, women, woman, man, men, person girl, person, chimeras, human-animal hybrids, mockup::-1 —ar 1:2 —s 200 —c 22 —version 5.2

#MidJourney
#sc8image",1696654860,2023-10-07 08:01:00,6
25,0,2460,12,"1 partial close-up detail view of a larger wall made from modern-primitivist sculptures made entirely of translucent lucit in jewel-like colors, the wall is made up from multiple sculptural pieces of various sizes fitted tightly together each depicting abstracted cubist faces with hints of totem and tiki and Olmec sculptures and African masks with partially abstracted human faces and profiles and animal heads, the wall is transparent and backlit, photo-realistic —ar 1:1 —s 175 —v 5.2

2 image of in the style of a surrealist oil painting, dancing and swaying under the African night-sky the goddess celebrates the rising of the full moon with her sister the huntress goddess, painting should fill the limits of the entire image without an edge, Mati Klarwein —s 175 —v 5.2 —ar 2:3

3 perspective rendering in charcoal of vast cavernous underground space illuminated only by scattered torches, dark, surreal, mysterious, massive block columns, stairways, walkways and balconies, multi-source lighting by torchlight, black and white, Giovanni Piranesi —ar 2:3 —s 175 —v 5.2

4 1940's retro sci-fi style painting, a handsome man in a soft silver jump-suit and a beautiful human woman in leather armor with metal tiara-crown, the woman is holding a ray-gun and has a look of anger and determination on her face and she is standing in a fighting stance with her arm raised to fire the gun if necessary, the man looks bewildered and frightened, they are trapped in a dead-end alley in the deserted ancient ruins of a strange city on an alien planet, they are prepared to fight the unseen horrors just emerging from the shadows, the painting should fill the entire image without any borders, Ed Emsh, Virgil Finlay, Norman Saunders, Hubert Rogers, Earle Bergey, Kelly Freas —ar 2:3 —s 120 —v 5.2

5 interior view from within a 3d free-form building of organic flowing forms made of gray plastic with clear plastic windows and skylights, furniture shall be free-form curvilinear and flowing forms with brightly-colored vinyl upholstery in various primary colors, the floor material is a gray patterened carpet with holes in the floors providing places for ornamental grasses to grow, white plastic planters with small palms and ferns, lighting is from the sunlight from outside shining through the walls and roof —ar 2:3 —s 150 —v 5.2

6 a background of a several pointillist clouds of various colors swirling about each other and around several ebony-black and other colors elongated humanoid mannikin-figures frozen in wild dance positions under a bright moon, surreal image in highly textured acrylic paint on canvas —ar 2:3 —v 5.2

#MidJourney
#sc8image",1696640460,2023-10-07 04:01:00,6
21,0,1768,8,"1 A brightly colored object from an album, in the style of chaotic forms, 32k uhd, vray tracing, black background, smooth iridescent round form, flowing forms, zeiss milvus 25mm f/ 1. 4 ze. , rainbowcore

2 inflated freeform 3D shape with holographic effect, with gradients, on a black background

3 A glass window covered in water droplets, Local close - up photography, 8k uhd, meticulous, Warm purpleblueorange tones

4 Minimalist photography, macro, abstract shape colorful saturated iridescent shimmering glowing liquid metal against pearly opalescent color background —ar 3:4 —c 100 —s 750

5 Flume cd cover artwork ultra high definition professional studio quality close up uhd detailed macro photograph of a transparent iridescent perspex pastel coloured abstract thin plastic surreal wavy texture inflable sculpture in an empty no texture clear blue studio. dramatic lighting,spotlight, ray tracing,refraction, shallow d. o. f, colour corrected, golden ratio, three point light. volumetric shadows. god rays, clarividency, no artifacts, 8k render, —v 5.1 —s 750 —style raw

6 texture pearlescent orange to blue background

#MidJourney
#sc8image",1696626060,2023-10-07 00:01:00,6
20,0,2331,12,"1 duochrome ink blue on cream letterpress print of folk hare and flowers ornate frame design, empty space in middle for text, in the style of william morris —ar 4:5 —no watermark, text, frame

2 monochrome letterpress print of folk hare and flowers design, in the style of william morris —ar 4:5

3 modern light bright cottage-style dormer windowed attic bedroom with king size bed, made up with pure white quilt and white pillows, drum shade bedside lamps —style raw —no watermark, throw, bed blanket

4 <https://s.mj.run/KXbtzV-wPoI> Adventure game treasure map, fantasy world, middle earth, macro lens, photo realistic, atmospheric, leaves, volumetric lighting 8k —ar 2:3

5 A beautiful fairy sits in a crescent moon with a wand, deep blue dress covered in gold stars, dreamlike, by Tom Bagshaw

6 2D scenario of a side-scrolling platformers videogame | pixel art | inside a haunted house backdrops | triadic blue palette —s 150 —no watermark

#MidJourney
#sc8image",1696611660,2023-10-06 20:01:00,6
26,3,2398,7,"1 Three scarry halloween monster faces, CGI, cinematography, epic composition, Depth of Field, beautifully color graded, Super - Resolution, bright lighting, black background, 8k, sharp focus —ar 3:4 —s 750 —v 5.2

2 Conceptual illustration of neuron cells with glowing link knots in abstract dark space, high resolution. Human nervous system, neural network neural, network, nervous, macro, artificial, cell, brain, biology, neurology, alzheimer, three - dimensional, microscopic, space, science, glowing, connection, —no text —ar 9:16 —v 5.2

3 Angry blue twitter bird holding a lit torch. dark background. realistic photo

4 Cow made up of beef pieces. living cow made of various cuts of beef. beef cuts. white background —ar 3:2

5 A red heart shattered like glass. hyper real, bright lighting, many pieces, octane render, slight reflection, white background, 2D image, slightly more spaces between shards —v 5.2

6 A very happy little girl in the middle of a lot of candies. cacaussian brown hair, realistic digital art —v 5

#MidJourney
#sc8image",1696597260,2023-10-06 16:01:00,6
16,0,1741,9,"1 Scenario 5: Gift: Legend has it that if you can induce the Puka to give you a gift, they will be very generous and grant you good luck or blessings. Clarence H. White —ar 9:16

2 Scene 3: Prank: Puka is an elf who likes to play pranks and tease people. They may appear at night, deceiving people, causing a sense of disorientation or causing people to get lost. Sometimes they lead people to dangerous places and then laugh at their plight. Clarence H. White —ar 9:16

3 Scene 3: Prank: Puka is an elf who likes to play pranks and tease people. They may appear at night, deceiving people, causing a sense of disorientation or causing people to get lost. Sometimes they lead people to dangerous places and then laugh at their plight. Clarence H. White —ar 9:16

4 It shows how Capricorn isolates themselves from others emotionally as a form of self-protection. Darren Aronofsky —ar 9:16

5 Scorpio number 1, it is their vitality that gives them great power. Astrological chart —ar 9:16

6 Scene Seven: Far Gorta embodies the importance of compassion and empathy, reminding us of the devastating impact of famine on communities. Clarence White —ar 9:16

#MidJourney
#sc8image",1696582860,2023-10-06 12:01:00,6
12,0,1776,9,"1 I'm a little girl and I'm a grown woman, a woman hugs a child, they are under protection, and above them is a green monster with big eyes , —ar 10:16

2 green eye, three leaves in the center of the eye —ar 10:16

3 hydrangea, van gogh style, —ar 10:16

4 white, fluffy dandelion, —ar 10:16

5 a large butterfly made of thick liquid, white, —ar 16:10

6 woman in a jar —ar 10:16

#MidJourney
#sc8image",1696568460,2023-10-06 08:01:00,6
16,0,2882,11,"1 <https://s.mj.run/jKGuymfj5dc> portrait of beautiful badass christy mack as a postapocalyptic gunslinger, long mohawk shaven sides, brassiere, armored pants, straps, smug face, fully detailed intricate gear, by ralph bakshi, by simon stalenhag, by ian mcque, by pascal campion, by krenz cushart —ar 9:16 —upbeta —v 5.2

2 badass handsome Henry cavill as a neon hacker, anime, heavy brushstrokes, grunge texture, vibrant, crosshatch, by hyung-tae Kim, by artgerm, by krenz cushart —testp

3 <https://s.mj.run/6eJ-NeQNnXk> the witcher manga cover by akira toriyama —ar 9:16 —upbeta —v 5.2

4 sticks figure drawing, X-Men —ar 1:2

5 <https://s.mj.run/rXfNeyIn4mQ> Doctor Doom from marvel comics, hard surface, golden and silver shiny metal, silky green fabric, by hyung-tae kim, by artgerm, by alex ross —upbeta —v 5.2

6 <https://s.mj.run/Zn_9S-gjyoE> game of thrones cover art, by ashley wood, by russ mills, by yoji shinkawa, by paul pope, by ian mcque, by simon stalenhag, by pascal campion, vibrant sharp contrast colors —upbeta —v 5.2

#MidJourney
#sc8image",1696554060,2023-10-06 04:01:00,6
9,0,1574,2,"1 large painting of flowers with a crescent moon on top, in the style of thick impasto texture, poured paint technique, realistic blue skies, light white and orange, 32k uhd, sculpted impressionism, close-up —ar 3:4

2 Some peculiar shaped flower pots are planted with various plants, and there are some little elves living in the flower pots, no background, multi colored hair

3 otters, —ar 16:20 —v 5.1 —s 750

4 A skincare package, rectangular volume, large cream color, small amount of green, premium feel, wired script floral pattern, ..., Minimalism, three sided view, UHD, award winning, 16k

5 beautiful disney princess bulma, key visual, glamour, by don rosa, by athey ghailan, by don bluth, by brian kesinger, golden hour, strong radiant blooming lighting, octane render, subsurface scattering —ar 2:3

6 anaglyph 3d —ar 1:2

#MidJourney
#sc8image",1696539661,2023-10-06 00:01:01,6
12,1,2097,8,"1 silver skull/skelton cuff, etsy, in the style of expressionistic distorted forms, minimalistic canine sculptures, zbrush, chrome-plated, fluid, abstract expressionism, melting, sculpture installation —ar 3:4

2 Octane render, hyperrealistic, unreal engine 5 cyberpunk concept art, Mega design, concept art, variation, sci - fi, robot, metal hood and robe, rotary saw weapon, state of the art tech details, full body art —ar 3:4 —s 50 —niji 5

3 **n the style of sculptural chaos, mixed media collage of an old computer with pictures of cyber abstract on it, in the style of powerful abstract expressionism, inverted black and white, multi-layered color fields, digital as manual, fragmented architecture, text-based art, abstraction-création in the style of Japanese abstraction, RGB color, bad glitch color, cyber contact printing, canon sure shot af-7s, gestural marks, raw documentation, an illustration of cyber abstract a movie poster, in the style of cyberpunk manga, trompe-l'œil illusionistic detail, hanging scroll, violet, 1970–present, carving, mecha anime , various sketches, samples and documents of art, in the style of sculptural chaos, dark white and light crimson, conceptual playlists, color splash, neo-concrete, classical balance, image noise,a mixed media collage of an old computer with pictures of cyber abstract on it, in the style of powerful abstract expressionism, inverted black and white, multi-layered color fields, digital as manual, fragmented architecture, text-based art, abstraction-création —s 50 —niji 5 —ar 3:4

4 cyber skull, Octane render, hyperrealistic, unreal engine 5 cyberpunk concept art, Mega design, concept art, variation, sci - fi, robot, metal hood and robe, rotary saw weapon, state of the art tech details, full body art —ar 3:4 —s 50 —niji 5

5 Octane render, hyperrealistic, unreal engine 5 cyberpunk concept art, Mega design, concept art, variation, sci - fi, robot, metal hood and robe, rotary saw weapon, state of the art tech details, full body art —ar 3:4 —s 50 —niji 5

6 Cyber skull face Octane render, hyperrealistic, unreal engine 5 cyberpunk concept art, Mega design, concept art, variation, sci - fi, robot, metal hood and robe, rotary saw weapon, state of the art tech details, full body art —ar 3:4 —s 50 —niji 5

#MidJourney
#sc8image",1696525260,2023-10-05 20:01:00,6
14,0,1692,7,"1 Chengdu Sun bird as the element, design necklace, photos

2 Earrings with panda elements

3 Mr. Rabbit in Alice in Wonderland, vintage black and white wire manuscript, fantasy style HD —ar 3:4

4 <https://s.mj.run/dnBNPw9T05w> <https://s.mj.run/WvtyduXUyt0> Blind Box Style Cartoon Dinosaur character, full body, chibi,Delicate features,sports hoodie, baggy pants, headphones,Clean background, Natural lighting, 8K, best quality, ultra - detail, 3D, C4D, Blender, OC renderer, ultra HD, 3D rendering —ar 3:4 —niji

5 <https://s.mj.run/LVBCRf9uWyI> <https://s.mj.run/nYRtyNOpZr8> <https://s.mj.run/-mHZHU0Pmd4> <https://s.mj.run/ACP8FuY2fug> <https://s.mj.run/9L2bJOLU9ok> Chinese dragon, 3D smoke and flame, square frame, digital coin, avatar HD lines clear, expressive, anti-counterfeiting label

6 Feast white marble table lobster drunk crab raisin flower champagne

#MidJourney
#sc8image",1696510860,2023-10-05 16:01:00,6
13,0,2195,7,"1 Double Exposure photo, featuring eye, shattered mirror effect, broken mirror, sharp mirror edges, Ephemeral Shadows, Motion - Infused Mystique, in the style of haunting allure, Robert Frank. —v 5.2 —s 250 —ar 4:5 —chaos 11 —uplight

2 Double Exposure photo, featuring vintage car ,shattered mirror effect,broken mirror, sharp mirror edges,Ephemeral Shadows, Motion - Infused Mystique, in the style of haunting allure,Robert Frank. —v 5.2 —s 250 —ar 4:5 —chaos 11 —uplight

3 Surreal Photography Ephemeral, featuring echoes of laughter, Horizon's Illusion, the composition achingly illuminates the silhouetted serenity of ephemeral horizons, a haunting quietude replacing joyous sounds, painting illusions in the surreal minimalist seascape, in the style of Jerry Uelsmann —v 5.2 —s 250 —style raw —ar 4:5 —chaos 11 —uplight

4 sun glitter —uplight

5 Burned Bread Toast, Disappointed expression,Judging you for what you did —uplight

6 Neon chalk Collage,made of chieneese text advertisment,featuring unknown round pills ,Cyberpunk style, rebellious grunge, chaotic graffiti, —ar 4:5 —uplight —v 5.2

#MidJourney
#sc8image",1696496460,2023-10-05 12:01:00,6
28,0,2865,11,"1 the professional level illustration of horror story was released in the style of emotive story telling of surreal things, camille corot, full size action shot, crisp hyperreal details, superficial expression —ar 1:2 —niji —c 57

2 the professional level illustration of horror story was released in the style of emotive story telling of surreal things, full size action shot, crisp hyperreal details, superficial expression —ar 1:2 —niji —c 35

3 the professional level illustration of horror story was released in the style of emotive story telling of surreal things, camille corot, full size action shot, crisp hyperreal details, superficial expression —ar 1:2 —niji —c 57

4 the professional level illustration of horror story was released in the style of emotive story telling of surreal things, drone shot, crisp hyperreal details, superficial expression —ar 1:2 —niji —c 15

5 <https://s.mj.run/Fu4Om5HAtL8>, <https://s.mj.run/4GdlW-IWb0M>, young man sitting on the huge pile of money, opulent background, emery hawkins, pop inspo, cut/ripped, jessie arms botke, grandparentcore, nicholas hilliard, vibrant colors —ar 9:16 —no text, watermarks, logo

6 the game 'a fun place' was released this week, in the style of emotive body language, super pretty female standing in pool , flirty eyes, shoulderless colorless open robe, camille corot, close up, cutewave, aquamarine pastel colors, disco firty fun facial expression, —ar 3:5 —c 45

#MidJourney
#sc8image",1696482060,2023-10-05 08:01:00,6
10,0,2292,9,"1 Illustration of loveable Godzilla drinking tea in an armchair, fairytale storybook art for children, cute and atmospheric, Glen Orbik —fast —ar 4:5

2 Spawn of Kyuss, by Erin Hanson —ar 4:5

3 irritating idiot inside igloo —ar 4:5 —c 29 —s 500

4 My Octopus Teacher (2020) :: Flubber (1997):: Beauty and the Beast (1991)

5 Angry cute kobold holds a candle in Elwynn forest, illustration in the style of World of Warcraft , cartoon style —c 5 —s 170 —niji —ar 2:3

6 outdoor cookout gothic vinegar Laptop screeming oh no female Pennywise —ar 2:3 —c 10 —s 90

#MidJourney
#sc8image",1696467661,2023-10-05 04:01:01,6
59,0,6137,25,"1 female face silhouette profile in the style of string art, junction, light and shadow composition, pure white and black —ar 2:3

2 the creator, who made us, in the alien covenant style, simple humanoid form, organic but artificial —c 20 —s 800 —ar 2:3

3 spawn combined with ironman character movie cinematic isometric photography, white room, —ar 2:3

4 zephyrcore wax art wall art —ar 2:3

5 texture of a puddle with brown objects on it, in the style of luxurious wall hangings, colorful layered forms, dusan djukaric, bentwood, dark gray and bronze, ray collins, threaded tapestries —ar 2:3

6 ironman transmutation witcher, constellation map, photo 8k, wireframe, edge glow, photography, ferocious face —ar 2:3

#MidJourney
#sc8image",1696453260,2023-10-05 00:01:00,6
17,2,2313,10,"1 an image of a lady with orange eyes and a glowing body, in the style of highly detailed illustrations, fluorescent colors, darkly romantic illustrations, undefined anatomy, melting, backlit photography, light yellow and dark violet —ar 2:3 —niji 5

2 a woman wearing red leggings, in the style of jeanloup sieff, elsa bleda, motion blur —ar 2:3 —s 50 —c 20 —v 5.2

3 a black woman having a bad hair day, in the style of marko manev, jon klassen, traditional african art, ellen jewett, dark gold and white, cut-out silhouettes, angura kei —v 5.2 —s 25 —c 15 —style raw

4 abstract blur and light blur photography, in the style of dark chiaroscuro figurative paintings, trish mistric, kees van dongen, theatrical gestures, stylized violence, dark black and light beige, blink-and-you-miss-it detail —ar 2:3 —c 15 —v 5.2

5 [Eeny, meeny, miny, moe] —s 1000 —c 15 —v 5.2

6 <https://s.mj.run/v-p2ZiZl_dI> photography by laurent baheux —ar 3:4 —c 20 —v 5.2

#MidJourney
#sc8image",1696438860,2023-10-04 20:01:00,6
